endlat,endlon
13.74795625,100.5702214
13.90356047,100.5125375
13.74947358,100.5448108
13.81366596,100.7385384
13.81269546,100.7272263
13.81260587,100.7269496
13.87507363,100.8644924
13.85733858,100.8665982
13.85969016,100.8682901
13.8544349,100.8668085
13.85589084,100.85679
13.80127749,100.8342274
13.81764162,100.727286
13.82511509,100.7605027
13.72238159,100.7377295
13.67744817,100.6459983
13.67708473,100.6553837
13.79067954,100.503694
13.67747036,100.4992567
13.7370269,100.4709353
13.81274574,100.4119122
13.73972408,100.6409318
13.76085417,100.5539373
13.86100539,100.6213089
13.80204247,100.7067073
13.73617054,100.6357679
13.70232784,100.6462804
13.65004486,100.6400313
13.8126739,100.6921099
13.76731688,100.6427178
13.7444011,100.5407367
13.68754372,100.319473
13.73182081,100.299415
13.72481917,100.3300355
13.6894541,100.3192206
13.70469855,100.3325125
13.70759921,100.2871767
13.74372134,100.2113735
13.70882448,100.2766234
13.70695022,100.293718
13.70562195,100.2993218
13.66512981,100.2715899
13.66555309,100.270243
13.66726384,100.2700798
13.76346578,100.5680116
13.77135478,100.6196152
13.74409886,100.5104401
13.69734473,100.4399131
13.76535175,100.5775425
13.76533549,100.5776257
13.80227555,100.6481625
13.80945579,100.649867
13.71580601,100.4781298
13.60433504,100.338914
13.57110162,100.2721587
13.71736919,100.4778158
14.03059001,100.6161939
13.86158579,100.6127255
13.69048838,100.7902598
13.72224255,100.7291776
13.75175319,100.6098166
13.77370719,100.6310951
13.79945976,100.5482949
13.81999392,100.5491288
13.80918204,100.5480653
13.93315434,100.5344664
13.87442435,100.597415
13.89180946,100.6583726
13.88162882,100.6246493
13.89404803,100.5575572
13.86562876,100.4950338
13.80649363,100.5257001
13.65144104,100.4855169
13.92218094,100.6024369
14.00545013,100.6164046
13.87767786,100.5488908
13.89450485,100.5085223
13.93927921,100.6120463
13.96659042,100.6108323
13.91264734,100.5974847
13.74522298,100.5625297
13.69325501,100.7515372
13.81342013,100.7384065
13.86100442,100.6208827
13.91070272,100.5953956
13.86919611,100.4819794
13.87255204,100.4605342
14.0198497,100.5255269
13.95704623,100.4963602
13.90684667,100.4271575
13.89400709,100.4254331
13.8047687,100.5214746
13.87700827,100.4492683
13.8600067,100.513001
13.93578713,100.5376241
13.85668958,100.5408679
13.87863059,100.5109523
13.76358051,100.5093524
13.78722974,100.4670059
13.76275155,100.5429675
13.78024685,100.4348518
13.67838602,100.3454807
13.78693861,100.3688742
13.78562156,100.3811569
13.7550332,100.3509167
13.78729667,100.3655737
13.74203346,100.3570415
13.65323719,100.2635573
13.78617263,100.3761224
13.70606003,100.3494455
13.74370692,100.3562998
13.71438386,100.4423125
13.73955613,100.3582612
13.78370506,100.4006045
13.68930142,100.379877
13.6712917,100.4545161
13.72557914,100.406129
13.65073601,100.6406666
13.59257079,100.5958132
13.84050687,100.5817896
13.82053682,100.5489739
13.8563789,100.5451567
13.85801561,100.5310145
13.61031517,100.6742962
13.65298165,100.3543564
13.66703891,100.4055264
13.71774881,100.3778897
13.96169478,100.5816894
13.89837349,100.4296549
13.87622332,100.4533979
13.85655826,100.5451993
13.8936586,100.5586829
13.88007158,100.546456
13.81102479,100.5645939
13.88107137,100.4867982
13.91707621,100.4107523
13.87221441,100.4714099
13.74139205,100.3294529
13.85306943,100.4493663
13.81086949,100.5490302
13.90639079,100.5149284
13.87866091,100.4849494
13.90640007,100.5148183
13.90841152,100.5024374
13.89581806,100.4080886
13.87097989,100.4827801
13.93176843,100.5716569
13.92399811,100.5982574
13.91734081,100.6001422
13.92354155,100.5229221
13.85690732,100.4931521
13.87861331,100.5116485
13.85605526,100.5453193
13.89807475,100.5461928
13.73728808,100.5613431
13.83329305,100.5571019
13.84986975,100.5570753
13.86911076,100.4820985
13.81627063,100.4783293
13.87835288,100.5429333
13.89760913,100.5073449
13.87355443,100.4822751
13.87768444,100.5149138
13.73663901,100.6113074
13.74456649,100.5406296
13.82775336,100.6397747
13.76814722,100.5962504
13.77940296,100.5737897
13.76655944,100.5828923
13.76650716,100.5849357
13.76057487,100.5548977
13.74434247,100.5860774
13.84297033,100.5774394
13.8263431,100.6368039
13.92946984,100.6069425
13.88272586,100.5845668
13.76034173,100.5548115
13.81106343,100.737475
13.7597332,100.484912
13.7194012,100.4725205
13.7597103,100.4849357
13.74930268,100.4699748
13.68189434,100.5258258
13.64861471,100.419479
13.80008006,100.3272812
13.73481414,100.6429483
13.70327434,100.7678214
13.72035595,100.5838756
13.72432757,100.5163635
13.69533097,100.5330036
13.81876727,100.730113
13.75956907,100.64569
13.73685798,100.5836057
13.76952679,100.6391119
13.84054136,100.4454858
13.87277924,100.5538139
13.89974888,100.5418085
13.76604696,100.6479402
13.83542818,100.5402032
13.82569349,100.5578426
13.86940068,100.5482069
13.60995719,100.6757793
13.63476826,100.6311956
13.59342724,100.6081805
13.62774878,100.6270933
13.59559425,100.607209
13.61243586,100.6187499
13.59768521,100.6032788
13.61017331,100.6176404
13.619896,100.6221842
13.61987233,100.6223475
13.56635695,100.6697507
13.59645837,100.7451293
13.76652131,100.5392907
13.82668454,100.6756554
13.83739734,100.4137132
13.76841227,100.6571751
13.80914307,100.5682629
13.81405562,100.6880544
13.98305414,100.5148001
13.76661393,100.6439901
13.90554903,100.6220596
13.76215136,100.6415234
13.7035506,100.5315549
13.80763712,100.5751074
13.81210039,100.5629102
13.82516631,100.6285954
13.79686849,100.5899185
13.88657244,100.5162759
13.84298722,100.4942357
13.75473934,100.542893
13.74399582,100.5567078
13.74072596,100.5585861
13.74496131,100.5567991
14.01073716,100.5227387
13.92570564,100.5917416
13.81626043,100.5962807
13.79246411,100.5612239
13.83147461,100.6051263
13.79526883,100.607495
13.82360021,100.5861351
13.83004301,100.5489153
13.73814555,100.6556915
13.7393784,100.6504061
13.69462566,100.6062953
13.73991422,100.5106789
13.98586834,100.6163304
13.92542944,100.6046719
13.7064744,100.3560578
13.77057131,100.494199
13.76452995,100.5269695
13.80575425,100.5123943
13.77094049,100.4843173
13.7830359,100.472895
13.67779272,100.4643108
13.81109654,100.5491482
13.73118409,100.4942681
13.76828689,100.4983732
13.78582187,100.4702905
13.78184127,100.4227046
13.7220546,100.4576168
13.77410927,100.4842707
13.76965012,100.5868992
13.7713568,100.5832899
13.72655867,100.5436362
13.72845035,100.5143921
13.76496022,100.4999208
13.86012455,100.6224924
13.77706905,100.4784715
13.7562117,100.3287691
13.85888691,100.5234759
13.79089044,100.5485947
13.82634365,100.550822
13.73630822,100.6161001
13.8031615,100.5786571
13.88912931,100.5846403
13.87156832,100.6016122
13.84707086,100.6383782
13.88454747,100.5811887
13.82741174,100.5684399
13.77458582,100.606501
13.7418368,100.6014798
13.85467185,100.5484386
13.85447934,100.5487955
13.77921348,100.5066209
13.86223084,100.5043062
13.85966271,100.518211
13.8588674,100.5283754
13.74753929,100.3290702
13.7877063,100.3654175
13.8866512,100.5159663
13.75288799,100.4696189
13.71526652,100.478474
13.77978375,100.5297295
13.78868791,100.5011234
13.77033038,100.5085443
13.72208185,100.4602696
13.6963963,100.4831672
13.8262398,100.5508416
13.82030329,100.5198071
13.76230738,100.5675957
13.70282971,100.4851199
13.67809887,100.4659049
13.64994202,100.4308829
13.64741801,100.4075972
13.74415878,100.499135
13.70638635,100.4909106
13.73414127,100.4489956
13.93153008,100.6558541
13.92599899,100.60499
13.74451706,100.5409296
13.71280881,100.4347035
13.84336463,100.6534297
13.93428184,100.7296792
13.71703085,100.658488
13.70549689,100.6009948
14.01100843,100.7128863
13.8017385,100.5483371
13.79487174,100.5609992
13.70747987,100.3667433
13.78181799,100.4222952
13.86598697,100.5909684
13.98744708,100.6298084
13.99958995,100.6637568
14.01369953,100.7190624
13.82695417,100.6754186
13.78168976,100.3945706
13.8782964,100.5981889
13.89680238,100.6104751
13.89291061,100.6068886
13.83881787,100.6377619
13.89154328,100.6061899
13.8906762,100.6055239
13.91062007,100.6272181
13.99432997,100.6150302
13.96684222,100.5434126
13.99581951,100.6159116
13.85846388,100.6259809
13.93258637,100.4157295
13.8240286,100.4455671
13.78644398,100.3776484
13.83912108,100.5545902
13.87261779,100.4085456
14.16184532,100.2813015
13.70876961,100.3307296
13.87917141,100.5909831
13.82178746,100.558346
13.66456305,100.5370495
13.8800204,100.5043847
13.75363019,100.5170996
13.7622067,100.4828244
13.74098094,100.4975459
13.78111042,100.4259338
13.66243699,100.43879
13.66831063,100.4270728
13.66778736,100.6044665
13.71834539,100.5186981
13.71045303,100.4032489
13.74540287,100.5353498
13.80671974,100.4114439
13.78443743,100.4574238
13.74670118,100.5042175
13.73996591,100.5105962
13.76205814,100.4461668
13.82467575,100.6290955
13.6877217,100.4266006
13.70689202,100.537096
13.7174033,100.7409577
13.76304751,100.6489064
13.80544835,100.5745564
13.8288627,100.5276041
13.79639099,100.539824
13.67281667,100.6069744
13.66096952,100.6612585
13.66741103,100.6343644
13.67850249,100.6206314
13.65074716,100.5976215
13.64174977,100.5912707
13.66890162,100.5128246
13.67213283,100.45586
13.62391486,100.3906726
13.75541704,100.5330565
13.7848043,100.5740108
13.76256812,100.5675324
13.81949733,100.7361902
13.69259252,100.5268251
13.79685163,100.5383998
13.5905151,100.7784668
13.64852643,100.419266
13.66772876,100.5224721
13.71364887,100.7530002
13.92289933,100.5221506
13.85688075,100.5392725
13.69532166,100.6059408
13.73644353,100.5668111
13.81416156,100.5316968
13.85950113,100.4110303
13.82587476,100.4742118
13.84066697,100.5735983
13.92809205,100.5283853
13.86938189,100.4820913
13.87670424,100.4834114
13.75781463,100.4425126
13.81900298,100.4119109
13.83943123,100.4967557
13.85540549,100.4959532
13.81620891,100.5590606
13.77671109,100.4787029
13.78098688,100.4748168
13.78353657,100.5150175
13.77906862,100.5444765
13.80345597,100.5540469
13.83086107,100.5254678
13.8088492,100.6191211
13.73506815,100.4711464
13.79489067,100.6112991
13.78912026,100.5574676
13.74265265,100.6007137
13.74413785,100.5860928
13.61278502,100.6642696
13.83031682,100.5395989
13.80553848,100.5743949
13.72007067,100.5842881
13.78850022,100.5611467
13.88980812,100.5843491
13.94889366,100.6224796
13.9828397,100.6669192
14.04211606,100.66676
13.99329943,100.6149687
13.78140099,100.6176362
13.98689257,100.6160947
13.70166893,100.502011
13.78932537,100.5617593
13.72235192,100.7342695
13.81434465,100.5580509
13.82983784,100.5698826
13.81125512,100.5591683
13.97684313,100.3113063
13.79741517,100.3872911
13.79585412,100.4616823
13.6866158,100.4858812
13.68185819,100.4769197
13.75001975,100.4467291
13.76906027,100.4852204
13.78269604,100.4731061
13.77028339,100.6225935
13.81196953,100.5628918
13.69974478,100.4620023
13.77797398,100.5680198
13.79764225,100.5725543
13.72474507,100.5778941
13.7635434,100.5411518
13.87093818,100.4814865
13.87620814,100.5306701
13.81908299,100.5184184
13.83926946,100.5579224
13.87862072,100.5109968
13.78128671,100.4893371
13.75587729,100.4057028
13.77507221,100.4079799
13.77026426,100.407386
13.73923052,100.4056087
13.73264568,100.4951837
13.83778626,100.4978388
13.82678077,100.4923516
13.84367473,100.4977159
13.71644013,100.3302137
13.80701059,100.3219751
13.92948223,100.5204567
13.90822242,100.5026125
13.90425929,100.5285503
13.94082571,100.5695541
13.84787117,100.4997523
13.91034461,100.499215
13.81705783,100.5623928
13.82361013,100.5916273
13.82380751,100.6087842
13.82525294,100.5592506
13.86739937,100.6466495
13.83175508,100.6694939
13.7841637,100.6476645
13.7665984,100.6440179
13.74361942,100.6016806
13.75385098,100.6152884
13.70596189,100.3499919
13.64945688,100.4205306
13.64987745,100.4201366
13.72065149,100.5015498
13.78010519,100.4440422
13.70993835,100.3959692
13.70594002,100.3479433
13.71454383,100.4061604
13.70519841,100.3402909
13.68272338,100.4414708
13.80416591,100.5121885
13.72518286,100.5410205
13.75091181,100.6439213
13.73425318,100.5434723
13.77001591,100.6378574
14.01846888,100.5345941
13.95549805,100.5273081
13.91376694,100.5481921
13.78639727,100.4637626
13.729361,100.4940571
13.75562031,100.47784
13.78480103,100.4594637
13.78620135,100.4700108
13.85642247,100.493463
13.68248035,100.4917445
13.88586005,100.5784114
13.90922164,100.408771
13.76824394,100.6419728
13.74558296,100.5343664
13.92058755,100.6019385
13.81291224,100.549774
13.71180348,100.7610232
13.76010584,100.5356818
13.72645401,100.5309933
13.75550864,100.5331042
13.7171459,100.4502547
13.82214477,100.41905
13.75738155,100.46911
13.77331995,100.4671083
13.78356312,100.5739527
13.80425135,100.5525264
13.70277918,100.6460003
13.78822149,100.6503067
13.78741615,100.4991384
13.78553025,100.4705622
13.64947839,100.4195931
13.61999092,100.3869499
13.71368244,100.4787219
13.79687949,100.56061
13.74062557,100.4842489
13.75551916,100.4693107
13.77925441,100.4265635
13.59760434,100.8343376
13.74722474,100.5735086
13.78658499,100.4888017
13.78695831,100.4665944
13.82677752,100.5683141
13.60528769,100.7749128
13.62787053,100.7212446
13.67460166,100.5341855
13.70244372,100.4894762
13.72238151,100.7298096
13.73880051,100.7161821
13.68503655,100.6669792
13.72940083,100.6413718
13.77739187,100.6523444
13.77764625,100.6645069
13.74065262,100.5093361
13.74589585,100.5793868
13.93122888,100.5321523
13.73614739,100.61336
13.71741662,100.5665465
13.72423496,100.5220672
13.756604,100.5163096
13.89744682,100.5479659
13.85081939,100.4488953
13.78235577,100.4909802
13.65453113,100.4980214
13.80505765,100.5749013
13.72403651,100.5604189
13.71320952,100.4788189
13.74224697,100.4964775
13.6805845,100.5305086
13.92089522,100.4859036
13.81224119,100.5457103
13.68646454,100.4634138
13.63975825,100.4466535
13.67357544,100.4250396
13.85992401,100.6116389
13.89325989,100.56046
13.90532904,100.5931277
13.73329437,100.4721392
13.68665824,100.4858212
13.86425914,100.5704599
13.81780859,100.7236212
13.77460362,100.6575539
13.80174732,100.4402025
13.80171442,100.3147903
13.7853684,100.4597936
13.73334742,100.5872879
13.723231,100.5846111
13.69029104,100.5039247
13.68477729,100.4882783
13.69909639,100.4675195
13.70839083,100.279101
13.74102028,100.2578051
13.71177162,100.3713937
13.7267444,100.5090713
13.77950595,100.6301
13.7281058,100.5332807
13.60290779,100.3708822
13.61753257,100.6508779
13.7510468,100.6450601
13.64143241,100.6980042
13.62074347,100.7637961
13.77801959,100.7055723
13.8103728,100.8394846
13.78205248,100.5943707
13.81648213,100.5168379
13.68590323,100.6321612
13.63342343,100.7123697
13.70661092,100.645274
13.68879648,100.6468468
13.64854302,100.493362
13.80493747,100.5754786
13.67258039,100.6082537
13.96922275,100.6191687
13.8143143,100.5498669
13.78527014,100.2574397
13.70671595,100.4912823
13.68760101,100.5475666
13.72050254,100.558516
13.70704315,100.361433
13.68345382,100.5241153
13.6632633,100.6155999
13.73013524,100.5862355
13.71604857,100.4468002
13.71997054,100.4907806
13.71549404,100.5464638
13.78935785,100.5624391
13.73901672,100.5223068
13.68862878,100.6092171
13.68000429,100.4643716
13.68019333,100.4952633
13.67590595,100.5020541
13.59427679,100.5782859
13.69421354,100.5120538
13.74221493,100.5529834
13.74696665,100.6437711
13.66453095,100.5258131
13.79968925,100.6385442
13.82508783,100.5719227
13.77767754,100.6644806
13.79257963,100.6117095
13.7578245,100.5653993
13.92784423,100.5856403
14.07514092,100.6179855
13.82865949,100.5527002
13.57571488,100.8093758
13.61815349,100.6222128
13.68247212,100.4920197
13.6535399,100.5987722
13.59562115,100.7525225
13.61404143,100.6606871
13.74646683,100.5045633
13.87660141,100.4476309
13.65933484,100.6431067
13.66900541,100.6263191
13.72144443,100.5302679
13.73144856,100.531971
13.82592973,100.5313476
13.73854356,100.5161404
13.6467373,100.4159517
13.7220633,100.5166025
13.87461986,100.406116
13.89496391,100.3807177
13.90771962,100.5035962
13.80383615,100.5546196
13.75216957,100.478095
13.7768221,100.5116555
13.78060058,100.5034837
13.7071479,100.3627194
13.68669375,100.4068561
13.77922001,100.3946114
13.85720078,100.4113086
13.75577694,100.5694105
13.73264535,100.4510208
13.80953964,100.7317102
13.80375352,100.7242235
13.82921968,100.6583807
13.76373242,100.5468816
13.99627518,100.6643073
13.98638922,100.6256236
13.88716515,100.5114635
13.75502977,100.4694251
13.7038158,100.4873104
13.7048892,100.4854837
13.74154052,100.4276586
13.88218097,100.4088914
13.85200978,100.3027685
13.84389715,100.4129328
13.69735003,100.4831904
13.66912343,100.450938
13.88158757,100.4094642
13.88420927,100.5126311
13.86601347,100.4104046
13.95807588,100.5220665
13.86065575,100.5083148
13.84018977,100.5746421
13.86428626,100.4970223
13.76642253,100.4261024
13.86434404,100.4971151
13.74332024,100.5475014
13.80356045,100.5481045
13.65913626,100.5196825
13.65942193,100.5205331
13.65951069,100.5206441
13.67661434,100.5154816
13.71733057,100.4777427
13.71714036,100.4778617
13.71584535,100.478197
13.70632158,100.4909555
13.68741219,100.5218912
13.67338795,100.4259662
13.67345194,100.4245542
13.82609211,100.5501094
13.82216023,100.5912883
13.77100297,100.4840309
13.77167492,100.4835347
13.78053602,100.475238
13.77756256,100.478118
13.7896198,100.4760474
13.79889845,100.4107798
13.77959722,100.476217
13.76195742,100.5363222
13.69392993,100.3802315
13.79264993,100.3638199
13.71531308,100.5909878
13.7042053,100.3267897
13.71281461,100.4325803
13.74178987,100.4981831
13.83270558,100.5004838
13.74085038,100.4474052
13.87628903,100.5498428
13.69382029,100.4817992
13.72404035,100.4922581
13.80920827,100.4116591
13.7249365,100.4925603
13.74548558,100.5349001
13.76481537,100.5377011
13.77151092,100.50517
13.75368736,100.5307179
13.75826204,100.4990599
13.74120704,100.5396646
13.74366054,100.5354562
13.90436458,100.5282496
13.86786777,100.5355522
13.86999143,100.5329517
13.8732672,100.5314514
13.89483898,100.5158531
13.91371738,100.5223293
13.87764123,100.5489979
13.883351,100.4548505
13.84008196,100.4965012
13.87247101,100.5224091
13.87581082,100.5306489
13.98783953,100.6130163
13.99171056,100.6152347
13.98824692,100.5851557
13.98718284,100.607856
14.03339485,100.4910629
14.02514006,100.5077763
13.93925412,100.5525512
13.80388729,100.5546497
13.72175112,100.7767442
13.74264873,100.6014091
13.88362605,100.4092724
13.85355333,100.4115809
13.90843103,100.5047531
13.8588592,100.5283208
13.74158441,100.4977574
13.80650166,100.5216703
13.78076399,100.4332825
13.86906875,100.5180978
13.66111986,100.4366359
13.73657504,100.486797
13.69885161,100.4867456
13.75649667,100.6144939
13.80204837,100.6068032
13.80734947,100.511436
13.86148608,100.504601
13.73959256,100.5566876
13.7375921,100.5594913
13.74976134,100.5563981
13.7623253,100.5674793
13.78884474,100.6080217
13.79110124,100.5996712
13.73637287,100.6339869
13.75765526,100.6156846
13.76374669,100.6508411
13.93011096,100.6073027
13.76109752,100.5551057
13.74852965,100.6064988
13.75623964,100.5634845
13.90547565,100.5256515
13.76598692,100.6456038
13.82030548,100.6653335
13.91152578,100.5965937
13.92031218,100.6856375
13.8933026,100.5863971
13.78238895,100.417328
13.83015117,100.5426501
13.80113142,100.6154031
13.7938692,100.6193945
13.75298287,100.5739514
13.73085135,100.5692481
13.7297555,100.5811408
13.75328906,100.5756166
13.75299633,100.5747512
13.75326731,100.5748256
13.7530257,100.5748381
13.78880612,100.6043679
13.75342914,100.5417836
13.78405276,100.4561304
13.75654724,100.5405543
13.71973326,100.6758095
13.72101829,100.506173
13.72232147,100.7394165
13.65826136,100.6429533
13.59775186,100.7350456
13.72200319,100.7839404
13.72202821,100.789149
13.77262242,100.6092772
13.84982803,100.6135899
13.87515073,100.42281
13.79996013,100.4501851
13.77028669,100.5729521
13.78173447,100.4900535
13.66740173,100.6344104
13.62627759,100.6260257
13.73095639,100.4943986
13.75854377,100.469323
13.6900906,100.5043479
13.7307802,100.7467032
13.73170926,100.6504057
13.71977911,100.5589598
13.69495691,100.4946028
13.68669771,100.4857655
13.7205006,100.4577178
13.65562505,100.4301463
13.64352438,100.4136201
13.72553584,100.4927476
13.78340863,100.4926597
13.76132127,100.5530159
13.730356,100.4518257
13.77294245,100.4911107
13.84375501,100.511558
13.71251492,100.4287887
13.66242234,100.4398264
13.71074271,100.409119
13.66270364,100.4402754
13.65222441,100.4305978
13.66296603,100.4397254
13.66607879,100.4455886
13.66271406,100.4402939
13.64446196,100.4157081
13.71096747,100.4083863
13.66247654,100.4399109
13.63394104,100.4007209
13.64963376,100.4207756
13.71128332,100.6384287
13.67943619,100.646135
13.71229478,100.642473
13.83008175,100.5261045
13.79197619,100.5612712
13.77110176,100.6557234
13.77572915,100.6597245
13.76103802,100.6305614
13.76623751,100.6473157
13.72832297,100.6562515
13.73578466,100.6402082
13.74018102,100.6163004
13.79429473,100.7338978
13.78288144,100.615227
13.76850596,100.6409908
13.80119176,100.71875
13.79670647,100.6946229
13.76259871,100.6437901
13.81240802,100.7268696
13.79441245,100.6892707
13.81348629,100.6470978
13.78303066,100.4534098
13.75596364,100.4453908
13.78949562,100.4744747
13.83702917,100.5741115
13.78033007,100.4431888
13.79003928,100.4783402
13.79093383,100.4773947
13.75138287,100.5314161
13.77761673,100.4777691
